index,Date,product_group,dispatches_SellIn,orders_SellIn,SellOut,promo,hyp_promo,type_promo_1,type_promo_2,sin_dayofyear,cos_dayofyear,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
1449,2017-06-04,Product_11,255,255,253,0.1,0.0,0.0,0.0,0.4559066935084588,-0.8900275764346767,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1455,2017-06-04,Product_17,660,660,490,1.4,0.0,0.0,0.0,0.4559066935084588,-0.8900275764346767,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1467,2017-06-04,Product_32,276,449,760,58.90000000000001,0.0,0.0,0.0,0.4559066935084588,-0.8900275764346767,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1478,2017-06-11,Product_04,6370,7547,4673,3.3000000000000003,0.0,0.0,0.0,0.3456123126707335,-0.9383773917408641,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1485,2017-06-11,Product_11,811,811,246,0.1,0.0,0.0,0.0,0.3456123126707335,-0.9383773917408641,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1491,2017-06-11,Product_17,385,385,445,0.3,0.0,0.0,0.0,0.3456123126707335,-0.9383773917408641,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1503,2017-06-11,Product_32,1972,1972,712,58.2,0.0,0.0,0.0,0.3456123126707335,-0.9383773917408641,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1514,2017-06-18,Product_04,5706,6189,10905,92.0,96.53179190751445,0.0,1.0,0.23030567023061221,-0.9731183372332619,-1.6814272061988844,-0.2859029004819184,-0.6933432881347231,-0.6933432881347231,-0.6933432881347231,-0.6933432881347231,-0.6933432881347231,-0.6933432881347231,-0.6933432881347231,-0.6933432881347231
1521,2017-06-18,Product_11,423,423,250,0.4,0.0,0.0,0.0,0.23030567023061221,-0.9731183372332619,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1527,2017-06-18,Product_17,380,380,1039,23.1,96.53179190751445,1.0,1.0,0.23030567023061221,-0.9731183372332619,-0.18349254642014967,-0.00037156913684427184,-0.0082571282593098,-0.0082571282593098,-0.0082571282593098,-0.0082571282593098,-0.0082571282593098,-0.0082571282593098,-0.0082571282593098,-0.0082571282593098
1539,2017-06-18,Product_32,1520,1728,733,3.3000000000000003,0.0,0.0,0.0,0.23030567023061221,-0.9731183372332619,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1550,2017-06-25,Product_04,3017,3433,4671,1.2000000000000002,0.0,0.0,0.0,0.11165900712169512,-0.993746580436178,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1557,2017-06-25,Product_11,555,555,192,0.1,0.0,0.0,0.0,0.11165900712169512,-0.993746580436178,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1563,2017-06-25,Product_17,385,385,407,0.3,0.0,0.0,0.0,0.11165900712169512,-0.993746580436178,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1575,2017-06-25,Product_32,1176,1176,689,1.4,0.0,0.0,0.0,0.11165900712169512,-0.993746580436178,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1586,2017-07-02,Product_04,2808,3327,5094,1.8,0.0,0.0,0.0,-0.008606996888688009,-0.9999629591162655,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1593,2017-07-02,Product_11,364,364,242,0.1,0.0,0.0,0.0,-0.008606996888688009,-0.9999629591162655,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1599,2017-07-02,Product_17,1592,1592,471,0.1,0.0,0.0,0.0,-0.008606996888688009,-0.9999629591162655,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1611,2017-07-02,Product_32,732,732,775,1.1,0.0,0.0,0.0,-0.008606996888688009,-0.9999629591162655,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1622,2017-07-09,Product_04,5090,5472,5061,1.0,0.0,0.0,0.0,-0.12874817745258066,-0.99167731989929,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1629,2017-07-09,Product_11,24,24,251,0.2,0.0,0.0,0.0,-0.12874817745258066,-0.99167731989929,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1635,2017-07-09,Product_17,902,902,428,0.1,0.0,0.0,0.0,-0.12874817745258066,-0.99167731989929,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1647,2017-07-09,Product_32,941,1045,770,1.1,0.0,0.0,0.0,-0.12874817745258066,-0.99167731989929,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1658,2017-07-16,Product_04,9905,9889,5105,2.3000000000000003,0.0,0.0,0.0,-0.24702218048093527,-0.9690098257244063,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1665,2017-07-16,Product_11,201,201,215,0.1,0.0,0.0,0.0,-0.24702218048093527,-0.9690098257244063,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1671,2017-07-16,Product_17,658,658,519,0.2,0.0,0.0,0.0,-0.24702218048093527,-0.9690098257244063,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1683,2017-07-16,Product_32,2661,3769,700,1.0,0.0,0.0,0.0,-0.24702218048093527,-0.9690098257244063,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1694,2017-07-23,Product_04,9002,9417,6106,0.9,0.0,0.0,0.0,-0.3617137307297674,-0.9322892131745134,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1701,2017-07-23,Product_11,912,912,322,0.2,0.0,0.0,0.0,-0.3617137307297674,-0.9322892131745134,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1707,2017-07-23,Product_17,493,493,1224,23.5,95.95375722543352,1.0,1.0,-0.3617137307297674,-0.9322892131745134,-0.18295683449145317,-0.00037048432973452064,-0.008233021328583794,-0.008233021328583794,-0.008233021328583794,-0.008233021328583794,-0.008233021328583794,-0.008233021328583794,-0.008233021328583794,-0.008233021328583794
1719,2017-07-23,Product_32,939,939,948,0.5,0.0,0.0,0.0,-0.3617137307297674,-0.9322892131745134,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1730,2017-07-30,Product_04,3445,4043,3836,1.7000000000000002,0.0,0.0,0.0,-0.47115950767386394,-0.8820480249558535,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1737,2017-07-30,Product_11,0,0,218,0.1,0.0,0.0,0.0,-0.47115950767386394,-0.8820480249558535,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1743,2017-07-30,Product_17,241,241,329,0.1,0.0,0.0,0.0,-0.47115950767386394,-0.8820480249558535,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1755,2017-07-30,Product_32,131,207,1522,69.4,68.78612716763006,0.0,1.0,-0.47115950767386394,-0.8820480249558535,-0.28837883958981986,-0.0019508165191448044,-0.023718646758270807,-0.023718646758270807,-0.023718646758270807,-0.023718646758270807,-0.023718646758270807,-0.023718646758270807,-0.023718646758270807,-0.023718646758270807
1766,2017-08-06,Product_04,5057,7580,4252,0.7000000000000001,0.0,0.0,0.0,-0.5737722679043243,-0.8190148866680802,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1773,2017-08-06,Product_11,8,8,226,0.3,0.0,0.0,0.0,-0.5737722679043243,-0.8190148866680802,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1779,2017-08-06,Product_17,1216,1216,404,0.0,0.0,0.0,0.0,-0.5737722679043243,-0.8190148866680802,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1791,2017-08-06,Product_32,3,3,668,0.5,0.0,0.0,0.0,-0.5737722679043243,-0.8190148866680802,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1802,2017-08-13,Product_04,4497,4704,4792,0.9,0.0,0.0,0.0,-0.6680638642135333,-0.7441039398713608,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1809,2017-08-13,Product_11,182,182,211,0.2,0.0,0.0,0.0,-0.6680638642135333,-0.7441039398713608,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1815,2017-08-13,Product_17,634,634,470,0.2,0.0,0.0,0.0,-0.6680638642135333,-0.7441039398713608,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1827,2017-08-13,Product_32,1074,1074,880,7.6,65.89595375722543,0.0,1.0,-0.6680638642135333,-0.7441039398713608,-0.28348311210229005,-0.0019176980487692077,-0.023315981878050604,-0.023315981878050604,-0.023315981878050604,-0.023315981878050604,-0.023315981878050604,-0.023315981878050604,-0.023315981878050604,-0.023315981878050604
1838,2017-08-20,Product_04,2753,3651,5148,2.2,0.0,0.0,0.0,-0.7526668275320083,-0.6584015846980489,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1845,2017-08-20,Product_11,375,378,237,0.2,0.0,0.0,0.0,-0.7526668275320083,-0.6584015846980489,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1851,2017-08-20,Product_17,940,940,488,0.3,0.0,0.0,0.0,-0.7526668275320083,-0.6584015846980489,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1863,2017-08-20,Product_32,2446,2446,782,2.5,0.0,0.0,0.0,-0.7526668275320083,-0.6584015846980489,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1874,2017-08-27,Product_04,3762,4116,5126,1.2000000000000002,0.0,0.0,0.0,-0.8263541987239094,-0.5631507242749189,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1881,2017-08-27,Product_11,725,725,252,0.2,0.0,0.0,0.0,-0.8263541987239094,-0.5631507242749189,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1887,2017-08-27,Product_17,555,555,1032,23.0,0.0,0.0,0.0,-0.8263541987239094,-0.5631507242749189,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1899,2017-08-27,Product_32,1693,1693,804,1.3,0.0,0.0,0.0,-0.8263541987239094,-0.5631507242749189,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1910,2017-09-03,Product_04,7712,7712,4340,0.0,0.0,0.0,0.0,-0.888057322629493,-0.4597327394521046,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1917,2017-09-03,Product_11,61,61,229,0.2,0.0,0.0,0.0,-0.888057322629493,-0.4597327394521046,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1923,2017-09-03,Product_17,349,349,436,0.3,0.0,0.0,0.0,-0.888057322629493,-0.4597327394521046,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1935,2017-09-03,Product_32,554,554,821,8.700000000000001,0.0,0.0,0.0,-0.888057322629493,-0.4597327394521046,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
1946,2017-09-10,Product_04,7057,7508,4197,0.4,0.0,0.0,0.0,-0.9368813462954315,-0.34964745525122826,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1953,2017-09-10,Product_11,187,187,232,0.1,0.0,0.0,0.0,-0.9368813462954315,-0.34964745525122826,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1959,2017-09-10,Product_17,384,384,455,0.0,0.0,0.0,0.0,-0.9368813462954315,-0.34964745525122826,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
1971,2017-09-10,Product_32,209,313,2472,75.8,91.90751445086704,0.0,1.0,-0.9368813462954315,-0.34964745525122826,-0.3275446594900584,-0.00221576428214958,-0.026939965800032446,-0.026939965800032446,-0.026939965800032446,-0.026939965800032446,-0.026939965800032446,-0.026939965800032446,-0.026939965800032446,-0.026939965800032446
1982,2017-09-17,Product_04,6162,6266,4134,0.1,0.0,0.0,0.0,-0.9721181966290612,-0.23449138957041052,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
1989,2017-09-17,Product_11,1860,1860,220,0.1,0.0,0.0,0.0,-0.9721181966290612,-0.23449138957041052,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
1995,2017-09-17,Product_17,971,971,392,0.0,0.0,0.0,0.0,-0.9721181966290612,-0.23449138957041052,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
2007,2017-09-17,Product_32,2091,2091,763,2.4000000000000004,0.0,0.0,0.0,-0.9721181966290612,-0.23449138957041052,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
2018,2017-09-24,Product_04,5644,5645,4152,0.4,0.0,0.0,0.0,-0.9932568492674143,-0.11593459959550066,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
2025,2017-09-24,Product_11,190,190,234,0.0,0.0,0.0,0.0,-0.9932568492674143,-0.11593459959550066,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
2031,2017-09-24,Product_17,415,415,571,5.6000000000000005,65.89595375722543,1.0,1.0,-0.9932568492674143,-0.11593459959550066,-0.15509981419923694,-0.00031407436002745947,-0.006979460930831493,-0.006979460930831493,-0.006979460930831493,-0.006979460930831493,-0.006979460930831493,-0.006979460930831493,-0.006979460930831493,-0.006979460930831493
2043,2017-09-24,Product_32,277,1038,824,0.7000000000000001,0.0,0.0,0.0,-0.9932568492674143,-0.11593459959550066,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
2054,2017-10-01,Product_04,9894,9894,4267,0.6000000000000001,0.0,0.0,0.0,-0.9999907397361901,0.004303538296243821,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
2061,2017-10-01,Product_11,182,182,267,0.2,0.0,0.0,0.0,-0.9999907397361901,0.004303538296243821,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
2067,2017-10-01,Product_17,450,450,435,0.1,0.0,0.0,0.0,-0.9999907397361901,0.004303538296243821,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
2079,2017-10-01,Product_32,1284,1284,752,0.9,0.0,0.0,0.0,-0.9999907397361901,0.004303538296243821,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
2090,2017-10-08,Product_04,3398,3398,4290,2.5,0.0,0.0,0.0,-0.9922222094179324,0.12447926388678869,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
2097,2017-10-08,Product_11,547,547,208,0.1,0.0,0.0,0.0,-0.9922222094179324,0.12447926388678869,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
2103,2017-10-08,Product_17,419,419,449,0.1,0.0,0.0,0.0,-0.9922222094179324,0.12447926388678869,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
2115,2017-10-08,Product_32,762,797,833,1.2000000000000002,0.0,0.0,0.0,-0.9922222094179324,0.12447926388678869,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
2126,2017-10-15,Product_04,3360,3360,12021,93.5,95.95375722543352,1.0,1.0,-0.970063921851507,0.2428497220959358,-1.6765182296264352,-0.2850681984887029,-0.6913190518516594,-0.6913190518516594,-0.6913190518516594,-0.6913190518516594,-0.6913190518516594,-0.6913190518516594,-0.6913190518516594,-0.6913190518516594
2133,2017-10-15,Product_11,181,181,343,4.4,65.3179190751445,1.0,1.0,-0.970063921851507,0.2428497220959358,-0.0740983554424377,-3.448495329276283e-05,-0.0015985237960390213,-0.0015985237960390213,-0.0015985237960390213,-0.0015985237960390213,-0.0015985237960390213,-0.0015985237960390213,-0.0015985237960390213,-0.0015985237960390213
2139,2017-10-15,Product_17,559,559,472,0.0,0.0,0.0,0.0,-0.970063921851507,0.2428497220959358,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
2151,2017-10-15,Product_32,3456,3663,735,1.4,0.0,0.0,0.0,-0.970063921851507,0.2428497220959358,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
2162,2017-10-22,Product_04,1915,1915,3602,1.4,0.0,0.0,0.0,-0.9338372288229252,0.35769823883312546,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
2169,2017-10-22,Product_11,2,2,242,0.1,0.0,0.0,0.0,-0.9338372288229252,0.35769823883312546,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
2175,2017-10-22,Product_17,768,768,412,0.1,0.0,0.0,0.0,-0.9338372288229252,0.35769823883312546,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
2187,2017-10-22,Product_32,1591,1591,781,0.4,0.0,0.0,0.0,-0.9338372288229252,0.35769823883312546,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
2198,2017-10-29,Product_04,12047,12047,4381,1.7000000000000002,0.0,0.0,0.0,-0.8840675099433637,0.46735921715800205,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
2205,2017-10-29,Product_11,954,954,243,0.1,0.0,0.0,0.0,-0.8840675099433637,0.46735921715800205,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
